Student_ID,Name,Branch,CGPA,LeetCode_Solved,CodeChef_Rating,Internship_Status
STU1886,Kala Gade,ME,8.57,377,1582,Placed
STU1887,Faqid Narang,AI/DS,6.64,225,1617,Seeking
STU1888,Harsh Dora,IT,8.99,206,1602,Placed
STU1889,Udarsh Kara,AI/DS,6.55,327,1471,Seeking
STU1890,Simon Sengupta,ME,8.82,291,1573,Placed
STU1891,Rehaan Balay,IT,9.62,327,1894,Placed
STU1892,Niharika Sanghvi,IT,8.49,339,1475,Placed
STU1893,Charan Halder,AI/DS,6.14,147,1442,Seeking
STU1894,Yachana Lal,ECE,8.17,253,1531,Placed
STU1895,Harini Dey,AI/DS,6.81,163,1401,Seeking
STU1896,Bhavani Yadav,ECE,8.99,404,1665,Placed
STU1897,Idika Sarna,AI/DS,6.93,145,1693,Seeking
STU1898,Saumya Panchal,CSE,9.54,267,1581,Placed
STU1899,Ekansh Ganesan,ECE,7.25,232,1616,Seeking
STU1900,Vinaya Sule,CSE,8.63,422,1517,Placed
STU1901,Shaurya Mital,IT,9.73,223,1544,Placed
STU1902,Mahika Sastry,CSE,6.7,134,1381,Seeking
STU1903,Priya Saraf,AI/DS,9.81,313,1588,Placed
STU1904,Xiti Mander,CSE,8.43,227,1438,Placed
STU1905,Elijah Panchal,AI/DS,5.51,165,1506,Seeking
STU1906,Dipta Tailor,AI/DS,7.23,354,1535,Seeking
STU1907,Diya Chhabra,IT,6.96,208,1577,Seeking
STU1908,Ishwar Sathe,CSE,6.98,195,1439,Seeking
STU1909,Indali Seshadri,ECE,6.69,267,1367,Seeking
STU1910,Faraj Mangat,CSE,9.57,258,1899,Placed
STU1911,Shivani Banerjee,CSE,8.12,324,1738,Placed
STU1912,Anita Rau,CSE,6.55,176,1438,Seeking
STU1913,Karan Chand,AI/DS,9.3,241,1623,Placed
STU1914,Triya Divan,AI/DS,8.41,260,1445,Placed
STU1915,Yuvraj Pall,CSE,9.42,348,1885,Placed
STU1916,Yashodhara Venkataraman,IT,8.62,258,1801,Placed
STU1917,Fitan Chawla,ME,6.08,152,1352,Seeking
STU1918,Kritika Dani,CSE,7.0,350,1588,Seeking
STU1919,Edhitha Lanka,ECE,7.32,322,1666,Seeking
STU1920,Wakeeta Thaker,ECE,8.33,366,1791,Placed
STU1921,Anay Ghose,IT,9.18,238,1826,Placed
STU1922,Ati Panchal,AI/DS,6.41,230,1333,Seeking
STU1923,Unni Narayan,IT,8.32,407,1582,Placed
STU1924,Henry Misra,ME,6.7,234,1562,Seeking
STU1925,Arya De,AI/DS,8.96,430,1851,Placed
STU1926,Aarav Aggarwal,ME,5.78,115,1387,Seeking
STU1927,Sai Pau,CSE,8.55,273,1726,Placed
STU1928,Bishakha Chanda,ECE,6.61,224,1528,Seeking
STU1929,Eta Rajagopalan,AI/DS,9.89,336,1781,Placed
STU1930,Victor Nagar,ME,8.69,330,1686,Placed
STU1931,Zashil Tata,ME,9.48,218,1492,Placed
STU1932,Hritik Dugar,IT,8.8,404,1668,Placed
STU1933,Zinal Yohannan,IT,8.18,245,1564,Placed
STU1934,Jagvi Purohit,IT,8.74,367,1629,Placed
STU1935,Shivansh Basu,ME,6.63,205,1358,Seeking
STU1936,Ranbir Ghosh,CSE,7.95,166,1651,Seeking
STU1937,Aachal Butala,IT,8.19,384,1466,Placed
STU1938,Wahab Palla,IT,6.8,231,1367,Seeking
STU1939,Nilima Goyal,IT,6.94,145,1513,Seeking
STU1940,Priya Nori,ME,7.29,364,1721,Seeking
STU1941,Saumya Puri,AI/DS,7.64,351,1473,Placed
STU1942,Mason Shankar,IT,8.59,360,1558,Placed
STU1943,Jatin Palan,ECE,8.94,187,1670,Placed
STU1944,Jyoti Cheema,IT,6.53,254,1457,Seeking
STU1945,Jack Modi,IT,9.89,306,1761,Placed
STU1946,Praneel Rattan,AI/DS,9.88,296,1869,Placed
STU1947,Agastya Madan,CSE,6.2,241,1310,Seeking
STU1948,Jatin Prabhakar,ECE,8.96,179,1797,Seeking
STU1949,Victor Natt,IT,6.0,294,1492,Seeking
STU1950,Charita Palla,AI/DS,9.73,194,1574,Placed
STU1951,Frederick Dhillon,AI/DS,5.57,178,1334,Seeking
STU1952,Arin Gaba,IT,6.32,303,1518,Seeking
STU1953,Amol Krish,ECE,6.54,268,1503,Seeking
STU1954,Gayathri Kaul,AI/DS,7.02,329,1680,Seeking
STU1955,Varsha Hayre,CSE,6.58,164,1526,Seeking
STU1956,Ekbal Wagle,CSE,8.17,171,1580,Seeking
STU1957,Eesha Subramaniam,CSE,7.41,207,1377,Seeking
STU1958,Sai Golla,ECE,5.72,148,1354,Seeking
STU1959,Sanya Pradhan,IT,6.47,245,1601,Seeking
STU1960,Anjali Basu,IT,8.41,193,1655,Placed
STU1961,Saumya Sabharwal,CSE,6.27,181,1514,Seeking
STU1962,Warda Kunda,CSE,7.01,329,1455,Seeking
STU1963,Brinda Thaker,AI/DS,6.58,151,1572,Seeking
STU1964,Bina Bansal,IT,7.6,182,1706,Placed
STU1965,Ekaraj Chowdhury,ME,7.36,147,1434,Seeking
STU1966,Yuvraj Shenoy,ECE,6.02,216,1577,Seeking
STU1967,Hamsini Din,AI/DS,6.68,247,1547,Seeking
STU1968,Nirja Krish,IT,9.18,302,1587,Placed
STU1969,Pooja Nagi,ME,9.71,301,1941,Placed
STU1970,Libni Kumar,ME,9.61,470,1499,Placed
STU1971,Yachana Shukla,IT,7.37,368,1449,Seeking
STU1972,Zinal Arora,AI/DS,6.76,155,1628,Seeking
STU1973,Praneel Natarajan,IT,9.26,370,1879,Placed
STU1974,Owen Chaudhari,CSE,6.57,229,1499,Seeking
STU1975,Nathaniel Sehgal,AI/DS,6.12,159,1446,Seeking
STU1976,Caleb Chad,AI/DS,5.98,185,1538,Seeking
STU1977,Karan Garde,IT,8.74,192,1585,Placed
STU1978,Karan Chaudry,ME,8.31,216,1747,Placed
STU1979,Urishilla Thakkar,CSE,6.85,171,1527,Seeking
STU1980,Chanakya Bhatnagar,CSE,7.01,203,1518,Seeking
STU1981,Lucky Master,AI/DS,7.04,183,1605,Seeking
STU1982,Samarth Devan,ME,9.38,234,1534,Placed
STU1983,Hemani Manda,CSE,6.86,150,1686,Seeking
STU1984,Urvashi Mammen,CSE,7.9,371,1639,Placed
STU1985,Girik Soman,IT,8.09,315,1444,Placed
STU1986,Abdul Sharma,CSE,5.5,198,1308,Seeking
STU1987,Krish Vig,ECE,6.58,177,1342,Seeking
STU1988,Chameli Trivedi,CSE,8.91,418,1552,Placed
STU1989,Isha Arora,ME,9.82,491,1756,Placed
STU1990,Vedhika Purohit,CSE,5.78,289,1439,Seeking
STU1991,Yatan Tank,ME,5.89,282,1341,Seeking
STU1992,Advika Sama,ME,8.11,332,1600,Placed
STU1993,Mohammed Karnik,IT,6.77,236,1406,Seeking
STU1994,Prisha Pillai,IT,6.2,198,1558,Seeking
STU1995,Isaac Nair,AI/DS,9.67,193,1551,Placed
STU1996,Luke Warrior,IT,9.15,183,1786,Placed
STU1997,Aarini Dugar,AI/DS,8.65,190,1787,Placed
STU1998,Ati Mann,CSE,9.01,216,1666,Placed
STU1999,Omya Dey,IT,9.8,480,1931,Placed
STU2000,Matthew Murthy,IT,8.25,412,1437,Placed
